,x,y,hue,year,type,name,region,opacity
18,49.405994,11.834994,12,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
19,46.72245,-35.450836,0,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
20,47.714672,-16.721226,34,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
21,34.933086,4.783205,34,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
22,-2.0958033,-0.047725935,6,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
23,53.82277,-11.202862,34,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
24,45.302986,32.84032,20,2007.0,Free Trade Agreement,Egypt - Turkey,Africa; Europe,0.855072463768116
25,-8.425861,27.076807,32,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
26,-55.58449,31.667818,8,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
27,-15.987088,15.586768,3,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
28,19.014538,-31.461,13,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
29,39.182568,-47.534657,0,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
30,-5.5466447,-2.3443289,6,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
31,-29.004114,-7.7626567,31,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
32,-32.053444,-5.961586,24,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
33,3.1972973,-37.945103,39,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
34,-11.496486,-51.72182,39,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
35,-12.932662,-58.130993,39,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
36,-9.301333,75.69932,11,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
37,-28.028492,-71.049416,39,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
38,-31.393915,27.777014,15,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
39,-7.6091537,75.922134,11,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
40,-26.034517,-6.217207,31,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
41,-31.658867,52.063564,36,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
42,-15.624364,-6.648247,29,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
43,8.300457,-6.2939515,10,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
44,-18.400444,-2.2964332,29,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
45,50.96758,37.353645,20,2007.0,Free Trade Agreement & Economic Integration Agreement,Chile - Japan,South America; East Asia,0.855072463768116
46,44.203354,12.7324295,12,2007.0,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) 2006,Europe; Commonwealth of Independent States (CIS),0.855072463768116
47,28.185843,42.163494,4,2007.0,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) 2006,Europe; Commonwealth of Independent States (CIS),0.855072463768116
48,48.3982,20.522724,12,2007.0,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) 2006,Europe; Commonwealth of Independent States (CIS),0.855072463768116
49,11.353992,20.901276,19,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
50,16.32748,2.3622513,21,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
51,46.6053,-17.414068,34,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
52,3.4873788,-13.838633,5,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
53,23.842834,-31.814135,13,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
54,1.8815739,6.4838276,25,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
55,30.228207,7.6874113,23,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
56,-39.90354,12.745515,24,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
57,34.051586,-11.586155,34,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
58,25.924301,40.720673,4,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
59,37.93708,40.353313,20,2007.0,Free Trade Agreement,EFTA - Egypt,Africa; Europe,0.855072463768116
60,15.113133,19.17592,19,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
61,31.979591,-4.3672824,19,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
62,13.992801,-60.92285,27,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
63,4.0788445,-56.817688,39,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
64,13.690755,-60.81891,27,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
65,0.4726953,-23.516855,39,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
66,14.971351,-60.851746,27,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
67,4.5429945,-53.7587,39,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
68,13.007169,19.101967,19,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
69,25.812815,39.211487,4,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
70,41.669388,27.825909,20,2004.0,Customs Union,Southern African Customs Union (SACU),Africa,0.8115942028985508
71,-11.476948,32.141003,32,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
72,11.4845705,-4.5402794,10,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
73,-18.764145,15.945511,3,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
74,-37.205765,31.914948,15,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
75,43.485207,-33.57738,0,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
76,6.5810456,-56.525,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
77,22.46029,-40.514854,13,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
78,-38.55294,-33.354153,28,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
79,-40.682663,-33.18722,28,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
80,-58.267406,35.542213,8,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
81,-21.387802,50.560093,36,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
82,-16.090385,-3.8717885,29,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
83,21.082558,-15.718637,37,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
84,-59.606476,-2.7764776,24,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
85,7.4915886,50.25944,2,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
86,49.444374,39.79178,20,2006.0,Free Trade Agreement & Economic Integration Agreement,Chile - China,South America; East Asia,0.8405797101449275
87,-11.884054,32.487965,32,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
88,-3.1759236,26.864317,32,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
89,-16.656313,16.199703,3,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
90,18.84314,-15.792679,37,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
91,39.32025,-40.797287,0,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
92,10.806247,-60.987526,27,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
93,25.46939,-31.535933,13,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
94,-32.97987,-32.903122,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
95,-44.54647,-33.68091,28,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
96,-7.638703,73.013374,11,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
97,-31.824682,29.960863,15,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
98,-31.605978,-72.86674,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
99,-16.644642,-64.121315,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
100,-6.1584973,75.956474,11,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
101,-58.590427,34.900642,8,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
102,-32.654995,52.00638,36,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
103,-65.4259,6.248634,24,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
104,-15.789951,-5.438424,29,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
105,17.150259,-6.0940313,37,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
106,21.263433,-16.248535,37,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
107,25.426323,42.43319,4,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
108,48.869614,39.682255,20,2006.0,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,0.8405797101449275
109,1.0028554,24.35205,32,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
110,-13.525694,11.669364,3,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
111,16.20759,-31.064175,39,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
112,37.978912,-42.233807,0,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
113,8.505551,-58.444622,27,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
114,-37.846542,-33.226818,28,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
115,2.7916546,-36.943745,39,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
116,-32.306114,-73.12361,39,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
117,-10.505009,9.736092,3,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
118,-6.9526196,62.35579,39,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
119,-27.126179,-44.267612,18,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
120,-32.108345,17.389755,24,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
121,-55.59902,-3.5179987,24,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
122,-10.515887,9.570472,24,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
123,-51.16205,6.7305846,24,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
124,-33.16184,52.648697,36,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
125,-17.578009,-2.654112,29,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
126,44.26802,36.0847,20,2005.0,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,0.8260869565217391
127,-9.964145,30.407164,32,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
128,-9.306401,18.311274,3,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
129,19.139349,-22.993881,37,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
130,40.97247,-51.188274,0,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
131,9.900903,-60.343857,27,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
132,-43.532665,-28.288107,28,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
133,-43.10501,-31.88636,28,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
134,-6.3752303,74.00054,11,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
135,-29.043476,-71.751015,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
136,4.873481,-33.702194,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
137,-22.106482,-68.46521,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
138,-11.881726,-54.733696,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
139,-14.251716,-61.081387,39,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
140,-27.743431,-45.41086,18,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
141,-58.10772,35.225346,8,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
142,-21.234173,50.53752,36,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
143,-52.640263,-8.05182,24,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
144,-17.223663,-4.7275543,29,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
145,12.030591,-11.01708,10,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
146,47.88947,31.420877,20,2006.0,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,0.8405797101449275
147,51.37677,11.590337,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
148,42.79198,12.249149,19,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
149,31.253002,-4.4592295,19,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
150,51.01549,10.395761,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
151,52.304417,11.234746,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
152,49.0474,-27.133371,0,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
153,43.039116,-8.041091,34,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
154,30.915499,8.699804,23,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
155,-14.92744,-30.542246,39,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
156,-44.546967,16.236912,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
157,47.69887,8.14859,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
158,45.04095,5.9854326,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
159,-43.044567,18.751785,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
160,-43.94571,15.857475,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
161,-42.767696,19.069208,12,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
162,-58.247448,8.313946,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
163,-44.40387,9.550199,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
164,-45.84429,14.511702,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
165,-44.19393,17.34233,24,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
166,10.214522,47.412636,2,2006.0,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,0.8405797101449275
167,16.000118,29.450039,19,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
168,14.120802,-0.08391502,21,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
169,54.074474,-9.175593,34,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
170,34.92479,4.730105,34,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
171,-64.341415,7.9978065,24,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
172,41.526936,-14.935012,34,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
173,46.127354,33.34754,20,2007.0,Free Trade Agreement,Turkey - Syria,Middle East; Europe,0.855072463768116
174,16.348995,31.124723,19,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
175,17.393394,1.1427243,21,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
176,61.884144,-9.465693,34,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
177,2.0055642,-13.460612,5,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
178,20.34552,-10.715471,37,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
179,3.3411565,-15.931326,5,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
180,40.711563,-12.171827,34,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
181,-40.620815,0.5259703,24,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
182,33.89835,-11.554469,36,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
183,25.759491,41.617817,4,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
184,33.270855,42.331955,4,2007.0,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,0.855072463768116
185,9.482846,44.412464,2,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
186,7.7902117,44.962788,2,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
187,-23.323318,-29.058664,39,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
188,-24.784111,-28.093218,2,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
189,-21.873068,-29.397263,39,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
190,5.4491053,41.907406,2,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
191,-23.78047,-29.210428,39,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
192,11.549906,20.300829,19,1998.0,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,0.7246376811594203
193,1.6524079,12.810964,32,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
194,-40.542976,0.12132612,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
195,-9.923222,10.186557,3,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
196,-49.898647,8.3729105,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
197,-59.867027,5.3320518,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
198,-56.35459,10.377326,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
199,-61.93196,6.393902,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
200,-56.902584,4.245126,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
201,-18.224144,-2.8049567,29,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
202,-30.823923,2.9147813,24,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
203,8.549072,46.654213,2,2003.0,Customs Union,Gulf Cooperation Council (GCC),Middle East,0.7971014492753623
204,11.1448965,19.737013,19,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
205,-37.41332,10.22499,24,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
206,45.129112,-18.207724,34,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
207,1.9233707,6.1798544,25,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
208,46.906094,-17.215578,34,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
209,-16.877113,-37.238583,39,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
210,2.2144954,6.5143166,25,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
211,31.3534,10.244954,23,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
212,-52.42706,12.640968,24,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
213,30.88625,9.948512,23,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
214,30.924942,9.999056,23,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
215,-51.497517,9.739824,24,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
216,-63.85253,5.4551153,24,2005.0,Free Trade Agreement,EU - Algeria,Africa; Europe,0.8260869565217391
