,x,y,hue,year,type,name,region,chapter_name
102,-12.832956,39.44577,55,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,dispute settlement
103,-11.560531,24.652153,55,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,strategic partnership
104,-5.60528,-63.618717,5,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,administrative and institutional provisions
105,33.377728,-50.3006,44,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,general provisions
106,-5.3559456,-43.995632,23,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,general exceptions
107,-67.437035,6.273278,3,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,final provisions
108,-37.049072,-33.19334,10,2006,Free Trade Agreement & Economic Integration Agreement,Trans-Pacific Strategic Economic Partnership,East Asia; South America; Oceania,conclusion
109,-61.706245,5.2486367,3,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,preamble
110,-10.36822,17.42646,55,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,objectives and general definitions
111,-56.564465,-9.445569,46,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,trade in goods
112,29.420954,-34.52852,15,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,rules of origin
113,-9.325908,13.773327,55,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,customs
114,-22.754984,-11.592572,14,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,"standards and technical regulations, sanitary and phytosanitary measures"
115,-9.935459,17.159128,55,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,investment
116,-13.888369,-14.23795,14,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,trade in services
117,-41.645153,42.60168,8,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,air services
118,-37.095768,24.210835,8,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,movement of natural persons
119,27.08076,69.28174,57,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,e-commerce
120,-6.145307,26.21137,55,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,intellectual property co-operation
121,-32.815228,-27.576887,10,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,science and technology
122,13.872615,-65.25878,25,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,education
123,38.797676,-51.695137,44,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,media
124,24.113068,-44.111763,2,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,dispute settlement
125,-50.25044,-0.42593095,46,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,general and final provisions
126,-60.9671,5.0983005,3,2005,Free Trade Agreement & Economic Integration Agreement,India - Singapore,West Asia; East Asia,conclusion
127,16.182861,-11.793622,36,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,preamble
128,10.724912,-46.29323,2,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,"objectives, establishment of a free trade area and definitions"
129,-31.288225,-49.08589,10,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,trade in goods
130,-71.56768,13.345259,3,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,rules of origin
131,-0.038398914,7.9272046,40,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,customs procedures
132,74.80472,-13.862712,6,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,sanitary and phytosanitary measures
133,30.292923,-34.863964,15,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,technical barriers to trade
134,53.365364,-28.050058,32,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,competition policy
135,-39.488598,44.37616,8,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,government procurement
136,-0.18391226,-24.073727,14,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,investment
137,-38.15614,29.817038,8,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,cross border trade in services
138,-51.76762,-6.5519257,46,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,financial services
139,7.35696,65.64292,57,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,telecommunications
140,45.334045,28.602818,51,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,electronic commerce
141,30.109978,2.8776,27,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,transparency
142,42.666702,23.280832,51,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,dispute settlement
143,45.840683,30.101315,51,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,strategic partnership
144,42.534733,20.53928,27,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,administration of the agreement
145,41.066334,-0.11600461,27,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,general and final provisions
146,-14.275702,62.476967,58,2006,Free Trade Agreement & Economic Integration Agreement,Panama - Singapore,Central America; East Asia,conclusion
147,49.75939,27.129276,51,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,preamble
148,46.58375,33.094677,51,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,general principles
149,48.25263,24.059757,51,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,political dialogue
150,16.259626,12.213899,50,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,regional cooperation
151,46.44673,27.334242,51,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,industrial products
152,-11.568245,-15.22768,14,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,agriculture and fisheries
153,0.8379962,-7.5095024,7,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,common provisions
154,-18.740099,-14.634627,14,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,movement of workers
155,48.52093,26.635323,51,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,establishment
156,-43.994034,21.241995,8,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,supply of services
157,11.601845,34.20866,19,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,current payments and movement of capital
158,33.28742,33.842743,49,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,general provisions
159,59.54228,-0.80434895,27,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,"approximation of laws, law enforcement and competition rules"
160,23.941038,-7.5420156,27,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,introduction
161,-12.478677,-21.324232,14,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,cooperation in the area of movement of persons
162,32.658653,-6.058648,27,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,"cooperation on combating money laundering, terrorism financing, illicit drugs and cooperation in counter-terrorism"
163,9.607069,65.081604,57,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,cooperation in criminal matters
164,10.752334,34.50533,19,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,cooperation policies
165,-33.976826,-19.489506,26,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,financial cooperation
166,64.79709,6.8315063,27,2006,Free Trade Agreement & Economic Integration Agreement,EU - Albania,Europe,"institutional, general and final provisions"
167,8.783658,-2.806944,17,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,preamble
168,-5.3841887,-11.485776,14,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,general principles
169,20.07019,6.8860435,27,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,free movement of goods
170,17.622866,9.337552,50,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,trade-related provisions
171,-1.4843687,-16.406475,14,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,economic and technical cooperation
172,-32.995937,23.425177,8,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,"institutional, general and final provisions"
173,0.83979255,-64.577576,5,2007,Free Trade Agreement,Turkey - Syria,Middle East; Europe,conclusion
174,33.91398,68.8027,57,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,preamble
175,16.362953,10.152633,50,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,general provisions
176,19.159494,7.7519274,50,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,trade in goods
177,12.870085,-27.73353,50,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,protection of intellectual property
178,12.868629,-27.737787,50,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,investment and services
179,-34.373432,18.938784,8,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,payments and transfers
180,-33.920727,19.578745,8,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,government procurement
181,12.912915,-27.820827,2,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,economic co-operation and technical assistance
182,12.968822,18.292482,50,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,institutional and procedural provisions
183,29.265667,2.552401,19,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,final provisions
184,-1.4364897,-15.493769,14,2007,Free Trade Agreement,EFTA - Lebanon,Europe; Middle East,conclusion
185,-29.623297,-30.61285,10,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,preamble
186,-18.917734,-14.918522,14,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,definitions
187,-10.656319,-4.9129376,14,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,general provisions
188,-5.6274357,-11.384066,14,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,substantive provisions
189,-24.437935,-10.6360855,14,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,supervision of agreement implementation
190,-14.00101,-21.088179,14,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,settlement of disputes
191,-40.10418,21.94001,8,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,final provisions
192,16.674078,10.904512,50,1998,Free Trade Agreement,Pan-Arab Free Trade Area (PAFTA),Middle East; Africa,conclusion
193,12.189164,33.511173,19,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,preamble
194,8.181386,28.8437,19,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,trade
195,19.73705,7.267902,27,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,gcc common market
196,17.206955,9.400749,50,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,economic and monetary union
197,44.55054,0.9965058,27,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,development integration
198,49.536095,25.725021,51,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,development of human resources
199,16.930065,11.42553,50,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,scientific and technical research
200,19.885313,-5.799269,36,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,"transportation, communication, and infrastructure"
201,-7.7555046,-14.944859,14,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,mechanisms for implementation and follow-up
202,-14.419732,62.125885,58,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,final provisions
203,1.2987716,-7.055397,7,2003,Customs Union,Gulf Cooperation Council (GCC),Middle East,conclusion
204,-6.100945,-8.174023,14,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,preamble
205,-15.128852,-18.20514,14,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,political dialogue
206,-6.8173723,-12.430414,14,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,industrial products
207,0.58272386,-7.753646,7,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,"agricultural, fisheries and processed agricultural products"
208,-34.170723,19.903023,8,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,common provisions
209,-8.511359,24.758432,55,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,trade in services
210,-10.31281,33.060787,55,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,current payments and movement of capital
211,-32.222454,-40.370403,10,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,competition and other economic matters
212,18.23929,-69.10542,25,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,economic cooperation
213,9.906484,-37.154133,2,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,workers
214,31.851444,-48.948868,44,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,dialogue in social matters
215,15.90421,-34.5481,2,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,cooperation in the social field
216,-18.418936,8.469956,31,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,cooperation in the fields of education and culture
217,-72.008545,16.604977,3,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,financial cooperation
218,-6.071703,-72.39979,5,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,cooperation in the field of justice and home affairs
219,11.119794,-45.147903,2,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,"institutional, general and final provisions"
220,-73.26336,17.973326,3,2005,Free Trade Agreement,EU - Algeria,Africa; Europe,conclusion
221,0.027460007,7.3781104,40,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,preamble
222,75.36971,-13.903262,6,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,initial provisions and definitions
223,30.41585,-34.23236,15,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,national treatment and market access for goods
224,-57.407974,-35.358944,1,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,textiles and apparel
225,-19.693083,10.000522,31,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,rules of origin
226,-19.763308,9.920086,31,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,customs administration
227,54.512066,-27.939568,32,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,sanitary and phytosanitary measures
228,-37.622635,30.353306,8,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,technical barriers to trade
229,-39.855747,40.17884,8,2006,Free Trade Agreement & Economic Integration Agreement,US - Bahrain,Middle East; North America,safeguards
